Tên Phim,Tên Khác,Nội Dung,Thể Loại,Rating,Số lượng đánh giá,Năm Phát Hành,Image
Bartender,,Có hai loại công việc mà khi đã chọn thì ta không bao giờ được phản bội khách hàng của mình. Thứ nhất là làm bác sĩ/dược sĩ. Thứ hai là làm bartender…,"Anime,Đời thường,Drama,Seinen",5.8,21,2006,https://animehay.life/upload/poster/2339.jpg
One Room,,Bạn là nhân vật chính. Anime về 3 câu chuyện được phát triển trong (một) phòng của bạn.,"Đời thường,Anime",8.7,252,2017,https://animehay.life/upload/poster/1854.jpg
Another: The Other - Inga,"Another 00, Another: The Other -Inga-, Another OAD, Another OVA [Bluray]","Tập 0 , Tập OVA của Phim Another","Anime,Kinh dị,Bí ẩn,Thriller",9.5,73,2012,https://animehay.life/upload/poster/2340.jpg
Another (Live Action),Another (2012-Japanese Movie),Phiên bản chuyển thể người thật của Phim Another,Live Action,3.2,49,2012,https://animehay.life/upload/poster/2341.jpg
Gintama: Mitsuba hen,,"Mô tả âm mưu, tình yêu và tình bạn xung quanh Mitsuba Okita (Kie Kitano), em trai cô Sogo Okita (Ryo Yoshizawa), Toshiro Hijikata (Yuya Yagira) và hôn phu của Mitsuba.",Live Action,7.7,41,2017,https://animehay.life/upload/poster/2328.jpg
Frame Arms Girl,,"Câu chuyện bắt đầu khi Ao khui một bưu kiện bị gửi nhầm đến nhà cô ấy. Bên trong đó là Gourai, một FAG (Frame Arms Girl): một cô robot nhỏ với khả năng vận động độc lập. Gourai là một nguyên mẫu thử nghiệm mới: một FAG được trang bị Artificial Self, một AI (trí thông minh nhân tạo) tiên tiến giúp cho cô ấy có nhân cách. Ao là nguời duy nhất kích hoạt được cô. Gourai bắt đầu thu thập dữ liệu chiến đấu và cả xúc cảm, và bắt đầu cuộc sống với Ao mỗi ngày, người hoàn toàn không biết gì về các FAG.","Anime,Hành động,Hài hước,Đời thường,Mecha",9.0,55,2017,https://animehay.life/upload/poster/2119.jpg
Bungou Stray Dogs 2nd Season,,/ Phần 2. Mùa 2 của bộ,"Anime,Siêu nhiên,Bí ẩn,Seinen",9.1,461,2016,https://animehay.life/upload/poster/1537.jpg
Saiyuki Reload Blast,,"Saiyuki là câu chuyện về cuộc hành trình đầy khổ ải của bốn thầy trò Đường Tăng, Tôn Ngộ Không, Trư Bát Giới và Sa Ngộ Tịnh. Thay cho phong cách truyền thống, bộ manga này là cách tân của Tây Du Kí với những pha đấu súng và võ thuật đẹp mắt.","Anime,Hành động,Hài hước,Phiêu lưu,Siêu nhiên,Drama",8.5,104,2017,https://animehay.life/upload/poster/2285.jpg
Aura: Maryuuinkouga Saigo no Tatakai,Aura: Koga Maryuin's Last War,"Bộ anime hài tình cảm học đường này xoay quanh Ichirō ""Menzu"" Satō, một nam sinh lớp 10 lỡ bỏ quên sách giáo khoa ở trường vào một ngày nọ; liền lẻn vào trường lúc đêm khuya và vô tình gặp gỡ một cô gái xinh đẹp. Cô gái đó tự nhận mình đến từ một thế giới khác. Ichirō cũng từng bị ám ảnh bởi ảo tưởng như vậy, nhưng thề sẽ dừng lại để có thể trở lại là một học sinh lớp 10 bình thường.","Anime,Tình cảm,Hài hước,Học đường,Siêu nhiên,Drama",9.2,110,2013,https://animehay.life/upload/poster/2358.jpg
KANCOLLE MOVIE,Fleet Girls Collection KanColle Movie Sequence,Câu chuyện tiếp nối tình tiết ở tập 3 của serie chính - Kisaragi bị đánh chìm. Hạm đội Mikawa sau một trận đánh đêm đã bất ngờ thu giữ lại được Kisaragi lẽ ra đã bị mất. Sau đó những âm thanh lạ và vùng nước đổi màu bất thường xuất hiện quanh Ironbottom Sound - một địa điểm định mệnh của rất nhiều chiến hạm. Điều gì đã xãy ra? Nhiệm vụ đặc biệt gì sẽ dành cho nữ hạm đặc biệt Fubuki và những người bạn của cô....,"Anime,Hành động,Hài hước,Viễn tưởng,Học đường",7.9,65,2016,https://animehay.life/upload/poster/2360.jpg
Brave Witches: Petersburg Daisenryaku,Brave Witches: Petersburg Daisenryaku,"Tập phim này diễn ra giữa tập 7 và tập 8 và sẽ được chiếu tại các rạp vào ngày 13 tháng 5 năm 2017. Tập phim này cũng sẽ được phát hành cùng với khối lượng đĩa Blu-ray và DVD thứ bảy của anime, phát hành vào ngày 25 tháng 8 năm 2017.","Anime,Hành động,Viễn tưởng,Ecchi",6.7,35,2017,https://animehay.life/upload/poster/2359.jpg
Kyoukai no Kanata: Idol Saiban! Mayoi Nagara mo Kimi wo Sabaku Tami,,Spin off phim Kyoukai no Kanata,"Anime,Hài hước",9.6,71,2013,https://animehay.life/upload/poster/2631.jpg
MOBILE SUIT GUNDAM: THE 08TH MS TEAM,,Là OVA 12 ep kể về tiểu đội Mobile Suit số 08. Lấy bối cảnh là Cuộc Chiến 1 Năm ở vũ trụ của series gundam đầu tiên (dòng U.C).,"Anime,Hành động,Tình cảm,Viễn tưởng,Phiêu lưu,Shounen,Drama,Mecha,Quân đội",9.3,65,1996,https://animehay.life/upload/poster/2633.jpg
Harmony,Project Itoh,"Trong tương lai, Utopia cuối cùng cũng đạt được trình độ thượng thừa về y tế, khoa học và kĩ thuật. Đây là một thế giới đáng mơ ước khi mọi người không còn phải lo lắng về sức khỏe hay bệnh tật nữa vì đã có WatchMe và Mediacare. Nhưng chẳng có thế giới nào là hoàn hảo cả. Vì quá hòa bình nên các cô gái của chúng ta đâm ra chán và muốn phá cho vui. Thế là cả 3 dắt nhau đi tự tử để tạo ra một thế giới hỗn loạn. 13 năm sau vụ tự tử, nhiều chuyện hack não bắt đầu diễn ra và một kết thúc đáng suy ngẫm… (Source: Viz Media)","Anime,Viễn tưởng,Psychological",8.4,35,2015,https://animehay.life/upload/poster/2634.jpg
High School DxD New OVA,High School DxD New Episode 13 | Highschool DxD New OVA,"Tập 13 của High School DxD , Tập OVA","Anime,Hài hước,Học đường,Harem,Ecchi,Demon",9.3,387,2015,https://animehay.life/upload/poster/620.jpg
Akaneiro ni Somaru Saka: Hardcore,Akane Iro ni Somaru Saka Hardcore,Câu chuyện kể về kì nghỉ tại hòn đảo tư nhân Ayanokouji,"Anime,Tình cảm,Hài hước,Harem,Ecchi",8.7,52,2009,https://animehay.life/upload/poster/2632.jpg
Kuroko no Basket: Tip Off,Kuroko's Basketball Special | Kuroko no Basket Special | Kuroko no Basket Episode 22.5,Tập 22.5 Ngoại truyện của phim kuroko No Basket,"Anime,Hài hước,Học đường,Shounen,Thể thao",8.7,68,2013,https://animehay.life/upload/poster/954.jpg
Overlord Specials,,Tập đặc biệt của phim OverLord,"Anime,Hành động,Hài hước,Giả tưởng",9.3,358,2015,https://animehay.life/upload/poster/1732.jpg
Koi to Uso,Love and Lies,"Những lời nói dối bị cấm đoán và tình yêu cũng vậy. Trong tương lai gần, khi những người trẻ tuổi ở Nhật Bản đến mười sáu tuổi, họ sẽ được giao một đối tác hôn nhân của chính phủ và tất cả mọi người chấp nhận rằng nước này sẽ tìm một đối tác phù hợp để làm cho họ hạnh phúc. Yukari Nejima là một học sinh mười lăm tuổi, cả trong học tập lẫn trong thể thao cậu chỉ ở dưới mức trung bình. Tuy nhiên bản thân cậu ấy lại che giấu một trái tim cháy bỏng với niềm đam mê! Trong thế giới này, nơi tình yêu bị cấm, những gì sẽ xảy ra với cậu khi cậu đã trót yêu?","Anime,Tình cảm,Học đường,Drama",9.1,650,2017,https://animehay.life/upload/poster/2276.jpg
Kuroshitsuji Movie: Book of the Atlantic,Black Butler: Book of the Atlantic,"Những tiếng lách cách thì thầm trong bài báo buổi sáng của Earl Ciel Phantomhive như lời người chết đang sống lại làm cho xã hội bùng nổ. Nhưng khi những chuyện khó tin của doanh nghiệp chạm tới tai của Ciel, cậu và người quản gia bậc nhất của cậu là Sebastian,vào một chiếc tàu sang trọng để xem xét những phép lạ được cho là ""Aurora Society"". và họ tiến hành một cuộc điều tra như nào mời bạn đón xem !","Anime,Hành động,Lịch sử,Hài hước,Giả tưởng,Siêu nhiên,Demon",9.6,166,2017,https://animehay.life/upload/poster/2363.jpg
Kuroko no Basket: Mou Ikkai Yarimasen ka,"Kuroko no Basket: 41.5Q, Kuroko no Basket Special",Cuộc gặp gỡ đầu tiên của Kuroko và Aomine.,"Anime,Hài hước,Học đường,Shounen,Thể thao",8.6,77,2014,https://animehay.life/upload/poster/956.jpg
Aho Girl,,"Đây là anime mang phong cách 4 koma với Yoshiko, một cô gái ngu ngốc thực sự (cô ấy có thể quản lý tất cả 0 trong các bài kiểm tra trắc nghiệm). Cô ấy đi học cùng với người bạn thời thơ ấu, người mà cô ấy thích, và anh ấy phải chịu đựng tất cả những hành vi lố bịch của cô!","Anime,Tình cảm,Hài hước,Học đường",9.2,538,2017,https://animehay.life/upload/poster/2281.jpg
Netsuzou TRap,NTR Netsuzou,"Yuma và Hotaru đã là bạn từ thuở nhỏ, Yuma lo lắng về bạn trai mới của mình, cô ấy yêu cầu Hotaru tư vấn. Nhưng khi Hotaru bắt đầu Yuma thì cảm giác đó lại mang cho họ cảm giác trai gái và mọi chuyện như nào mời bạn đón xem","Anime,Tình cảm,Drama,Shoujo AI",7.4,184,2017,https://animehay.life/upload/poster/2284.jpg
Ansatsu Kyoushitsu: 365-nichi no Jikan,,Kể về những kỉ niệm từ phần 1->phần 2,"Anime,Hành động,Tình cảm,Hài hước,Học đường,Siêu nhiên,Shounen,Drama",9.6,195,2016,https://animehay.life/upload/poster/2364.jpg
Tsurezure Children,,"Một loạt mô tả các tình huống khác nhau của tình yêu trẻ. Những câu chuyện kể từ một cậu bé, bị tê liệt bởi sự thiếu tự tin của chính bản thân mình, thậm chí không thể chấp nhận thực tế là cô gái trong giấc mơ của mình thực sự yêu cầu cậu hẹn hò với cô gái gần gũi tâm thần đó đổ máu của cô vào nhà tự chế Sô cô la để giành trái tim anh.","Anime,Tình cảm,Hài hước,Học đường,Shounen",9.4,611,2017,https://animehay.life/upload/poster/2283.jpg
Sakura Quest,,"Sau một phong trào toàn quốc trong thời kỳ kinh tế bong bóng, một thị trấn nhỏ ở nông thôn đã khôi phục chương trình du lịch ""mini-nation""; Thuê 5 cô gái làm đại sứ du lịch. Bộ phim sẽ theo dõi năm năm của 5 cô gái khi họ làm việc trong một cơ quan du lịch của một thị trấn nhỏ không thành công trong nỗ lực để khôi phục lại nó.","Anime,Hài hước,Đời thường",9.3,66,2017,https://animehay.life/upload/poster/2034.jpg
Kuroko no Basket: Last Game,Kuroko no Basket Phần 4,"Thế hệ kỳ tích, bóng ma thứ 6, ánh sáng của bóng ma thứ 6 Kagami lần đầu tiên cùng thi đấu. Đối thủ của họ là 5 siêu cầu thủ bóng rổ đường phố đến từ mỹ. Liệu thế hệ kỳ tích có làm nên kỳ tích thực sự?","Anime,Học đường,Shounen,Thể thao",9.6,510,2017,https://animehay.life/upload/poster/1567.jpg
Kobayashi-san Chi no Maid Dragon,Bé Rồng Giúp Việc,"Kobayashi - một nữ kĩ sư phần mềm chăm chỉ, độc thân, sống một mình ở một khu chung cư. Một lần, cô tình cờ cứu giúp một con rồng, loài vật huyền thoại có thể hủy diệt cả thế giới. Có nợ thì phải trả, dù đó có là loài người thấp kém, Tohru đã được dạy như thế. Cô tâm niệm sẽ giúp đỡ hết mình cho ân nhân trong vai trò maid - một hầu gái, dù đôi khi mọi thứ có vẻ không suôn sẻ lắm... Hãy cùng 2o7Fansub theo dõi hành trình trở thành Hầu Gái của Tohru và những tình huống dở khóc dở cười mà Kobayashi phải trải qua nào!","Anime,Hài hước,Giả tưởng,Đời thường",9.5,805,2017,https://animehay.life/upload/poster/1853.jpg
Made in Abyss,,"Hệ thống hang động khổng lồ, được gọi là vực thẳm, là nơi duy nhất chưa được khám phá trên thế giới. Không ai biết sâu xuống đi qua cái hố khổng lồ này, nơi có những sinh vật kỳ lạ và kỳ diệu và đầy những di tích cổ kính bí ẩn mà người ta không biết đến hiện đại. Nhiều thế hệ các nhà thám hiểm đậm nét đã được vẽ bằng những đường hầm bí ẩn của vực thẳm. Theo thời gian, những người đủ can đảm để khám phá hố nguy hiểm được gọi là Cave Raiders.  Ở Oosu, thị trấn ở rìa Abyss, có một đứa trẻ mồ côi tên Rico, người mơ ước trở thành một kẻ cướp hang động như mẹ cô và giải quyết những bí ẩn lớn của hố. Một ngày khám phá những chiều sâu âm u, cô ấy gặp một cậu bé, người hóa ra là một con robot ...","Anime,Viễn tưởng,Giả tưởng,Phiêu lưu,Drama",9.3,343,2017,https://animehay.life/upload/poster/2290.jpg
Nobunaga no Shinobi,,"Nobunaga no Shinobi xoay quanh nữ ninja trẻ tuổi Chidori vào thời Chiến Quốc, mang trong mình ước vọng được phò tá vị lãnh chúa Oda Nobunaga.","Anime,Lịch sử,Hài hước",6.0,60,2016,https://animehay.life/upload/poster/1610.jpg
Konbini Kareshi,,Bộ phim tập trung vào một nhóm nam sinh trung học – khi tan trường luôn ghé vào một cửa hàng tiện lợi để trò chuyện và tán gẫu những câu chuyện xảy ra xung quanh.,"Anime,Tình cảm,Học đường,Đời thường,Shoujo",8.7,129,2017,https://animehay.life/upload/poster/2289.jpg
Nanbaka Special,,,"Anime,Hành động,Hài hước",9.5,49,2017,https://animehay.life/upload/poster/2369.jpg
Digimon Universe: Appli Monsters,Digimon Universe | Appmon,"Khi tất cả mọi người trên thế giới đều sử dụng các ứng dụng (apps) trên điện thoại di động. Và bên trong đó có các sinh vật được gọi là Appli Monsters, hay Appmon đang tồn tại. Các Appmon là các dạng sống AI có khả năng suy nghĩ, hành động và tồn tại giữa thế giới con người và thế giới số, cho phép con người điều khiển và tương tác với chúng thông qua một hệ thống nhất định. Trong thế giới số bao la ấy, Leviathan – “Trùm cuối AI” đã khống chế các Appmon thông qua một chủng loại virus và khả năng hack mọi hệ thống, hắn muốn thống trị thế giới con người bằng cách nắm quyền kiểm soát thế giới ảo.  Nhân vật chính là Haru Shinkai, cậu ấy được hướng dẫn để lấy các Appli Drive và tạo nên Gatchmon – một sinh vật kỹ thuật số với ứng dụng tìm kiếm. Appli Drive chứa những bí mật gì? Nơi mà các Appmon tồn tại, nằm giữa thế giới hiện thực và thế giới ảo trông như thế nào? App Combine cò thể kết hợp 2 Appmon không? Mục đích thực sự của Leviathan là gì?","Anime,Hành động,Hài hước,Giả tưởng,Phiêu lưu",7.4,36,2016,https://animehay.life/upload/poster/1693.jpg
